Datum von,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_50Hertz,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_TransNetBW,Differenz
2018-09-25,306398.5,178329.0,128069.5
2018-09-26,324996.25,180663.0,144333.25
2018-09-27,320849.75,178206.5,142643.25
2018-09-28,322772.75,176968.75,145804.0
2018-09-29,264995.75,139635.5,125360.25
2018-09-30,245408.0,126012.25,119395.75
2018-10-01,284217.0,179221.0,104996.0
2018-10-02,317096.0,182707.75,134388.25
2018-10-03,280158.5,141318.25,138840.25
2018-10-04,302809.25,173577.75,129231.5
2018-10-05,303750.25,176175.0,127575.25
2018-10-06,257365.75,141293.75,116072.0
2018-10-07,241203.25,126827.75,114375.5
2018-10-08,289471.5,179355.75,110115.75
2018-10-09,291742.0,184135.75,107606.25
2018-10-10,291953.5,185170.0,106783.5
2018-10-11,314533.25,183798.0,130735.25
2018-10-12,297334.75,178606.5,118728.25
2018-10-13,257406.0,141878.25,115527.75
2018-10-14,255099.0,126732.25,128366.75
2018-10-15,294478.75,178397.5,116081.25
2018-10-16,286241.5,183050.0,103191.5
2018-10-17,291249.0,183208.5,108040.5
2018-10-18,302063.0,183041.5,119021.5
2018-10-19,294933.5,178972.5,115961.0
2018-10-20,266987.75,143787.25,123200.5
2018-10-21,241449.5,128374.25,113075.25
2018-10-22,310552.25,182486.0,128066.25
2018-10-23,336299.25,191984.75,144314.5
2018-10-24,326933.0,194169.75,132763.25
2018-10-25,333949.75,190745.5,143204.25
2018-10-26,311529.75,186776.25,124753.5
2018-10-27,284115.25,153677.0,130438.25
2018-10-28,269702.0,147791.5,121910.5
2018-10-29,323938.75,193391.25,130547.5
2018-10-30,323214.25,198236.25,124978.0
2018-10-31,278624.5,190729.0,87895.5
2018-11-01,299933.25,142056.75,157876.5
2018-11-02,306521.0,162510.75,144010.25
2018-11-03,265677.0,143731.75,121945.25
2018-11-04,255081.25,133543.0,121538.25
2018-11-05,299651.75,188208.0,111443.75
2018-11-06,303533.5,196321.5,107212.0
2018-11-07,301610.25,193667.25,107943.0
2018-11-08,301084.25,196022.0,105062.25
2018-11-09,303491.0,192380.5,111110.5
2018-11-10,270939.25,155453.75,115485.5
2018-11-11,251340.0,138698.75,112641.25
2018-11-12,297712.0,192198.5,105513.5
2018-11-13,309270.25,199606.5,109663.75
2018-11-14,312289.25,200780.5,111508.75
2018-11-15,308426.25,202835.75,105590.5
2018-11-16,314550.25,198236.75,116313.5
2018-11-17,273422.5,164226.75,109195.75
2018-11-18,264158.25,148791.0,115367.25
2018-11-19,311895.75,206219.5,105676.25
2018-11-20,320743.0,210799.5,109943.5
2018-11-21,312308.0,212406.0,99902.0
2018-11-22,318321.0,205327.0,112994.0
2018-11-23,315062.0,204337.75,110724.25
2018-11-24,282296.75,163938.0,118358.75
2018-11-25,270817.25,148634.0,122183.25
2018-11-26,316656.25,205984.0,110672.25
2018-11-27,325869.75,213283.75,112586.0
2018-11-28,334365.0,212530.5,121834.5
2018-11-29,326466.75,209318.25,117148.5
2018-11-30,325952.5,206860.0,119092.5
2018-12-01,284787.75,164350.0,120437.75
2018-12-02,262833.25,149359.75,113473.5
2018-12-03,308521.0,200722.5,107798.5
2018-12-04,327054.75,206866.25,120188.5
2018-12-05,326337.5,206318.25,120019.25
2018-12-06,330454.5,202057.25,128397.25
2018-12-07,315865.75,198582.0,117283.75
2018-12-08,276329.75,167410.25,108919.5
2018-12-09,254174.5,150557.0,103617.5
2018-12-10,315278.75,205434.5,109844.25
2018-12-11,326175.75,212553.5,113622.25
2018-12-12,324033.0,210504.5,113528.5
2018-12-13,323293.75,211965.5,111328.25
2018-12-14,321994.0,208379.25,113614.75
2018-12-15,288823.0,174570.25,114252.75
2018-12-16,278160.25,159647.0,118513.25
2018-12-17,315063.25,201632.75,113430.5
2018-12-18,316655.25,202626.75,114028.5
2018-12-19,326397.75,201960.25,124437.5
2018-12-20,302409.5,188906.5,113503.0
2018-12-21,283981.25,173900.5,110080.75
2018-12-22,263847.25,145173.75,118673.5
2018-12-23,246755.25,134829.0,111926.25
2018-12-24,242836.0,136572.5,106263.5
2018-12-25,234498.0,133693.5,100804.5
2018-12-26,237611.5,137279.25,100332.25
2018-12-27,272993.5,154071.0,118922.5
2018-12-28,267714.25,153581.0,114133.25
2018-12-29,255792.0,147650.5,108141.5
2018-12-30,238528.75,135808.75,102720.0
2018-12-31,244844.0,138442.5,106401.5
2019-01-01,211701.25,131453.75,80247.5
2019-01-02,272925.75,170970.5,101955.25
2019-01-03,304832.0,182444.25,122387.75
2019-01-04,305862.0,182536.25,123325.75
2019-01-05,262180.0,161766.5,100413.5
2019-01-06,258568.75,149567.75,109001.0
2019-01-07,307214.0,199144.5,108069.5
2019-01-08,300703.25,208470.75,92232.5
2019-01-09,322664.25,211898.75,110765.5
2019-01-10,315854.25,211797.0,104057.25
2019-01-11,324371.75,211035.0,113336.75
2019-01-12,268996.75,172691.5,96305.25
2019-01-13,244035.5,153440.75,90594.75
2019-01-14,296080.25,204624.75,91455.5
2019-01-15,306418.0,210903.0,95515.0
2019-01-16,308353.5,207397.0,100956.5
2019-01-17,315819.75,210648.5,105171.25
2019-01-18,314703.5,208319.25,106384.25
2019-01-19,284574.75,174861.25,109713.5
2019-01-20,272186.5,160109.0,112077.5
2019-01-21,335342.0,211646.75,123695.25
2019-01-22,331089.75,218846.75,112243.0
2019-01-23,338620.25,218181.0,120439.25
2019-01-24,334164.75,219464.25,114700.5
2019-01-25,328754.0,214925.5,113828.5
2019-01-26,278441.5,175570.25,102871.25
2019-01-27,252235.25,154535.5,97699.75
2019-01-28,305868.75,210475.5,95393.25
2019-01-29,325065.25,213759.75,111305.5
2019-01-30,324736.5,215229.5,109507.0
2019-01-31,324092.25,213836.25,110256.0
2019-02-01,323739.0,208423.0,115316.0
2019-02-02,288941.25,167799.5,121141.75
2019-02-03,269176.75,157246.25,111930.5
2019-02-04,313689.0,205823.0,107866.0
2019-02-05,331457.5,211412.75,120044.75
2019-02-06,318683.0,212407.25,106275.75
2019-02-07,311295.25,213488.0,97807.25
2019-02-08,302702.0,203716.25,98985.75
2019-02-09,253661.25,168555.75,85105.5
2019-02-10,236609.75,151281.25,85328.5
2019-02-11,290135.0,206318.25,83816.75
2019-02-12,308320.75,211442.75,96878.0
2019-02-13,317425.75,208241.75,109184.0
2019-02-14,311426.75,204773.0,106653.75
2019-02-15,301808.25,200202.25,101606.0
2019-02-16,266730.5,162653.5,104077.0
2019-02-17,249110.25,145057.5,104052.75
2019-02-18,282581.75,195917.25,86664.5
2019-02-19,302585.25,204003.75,98581.5
2019-02-20,307216.0,202049.0,105167.0
2019-02-21,307869.5,199112.0,108757.5
2019-02-22,305070.75,195003.5,110067.25
2019-02-23,270915.75,160048.5,110867.25
2019-02-24,249810.25,144410.0,105400.25
2019-02-25,293122.25,193780.75,99341.5
2019-02-26,289951.0,194840.75,95110.25
2019-02-27,297687.75,194643.0,103044.75
2019-02-28,289236.25,190881.25,98355.0
2019-03-01,294895.75,190989.75,103906.0
2019-03-02,263228.75,154200.75,109028.0
2019-03-03,228185.5,137536.75,90648.75
2019-03-04,273659.75,185850.0,87809.75
2019-03-05,286760.25,193673.5,93086.75
2019-03-06,284173.5,192771.5,91402.0
2019-03-07,281409.5,192857.0,88552.5
2019-03-08,276543.0,191537.5,85005.5
2019-03-09,241872.5,158400.5,83472.0
2019-03-10,234693.25,140522.25,94171.0
2019-03-11,273181.0,197326.75,75854.25
2019-03-12,283869.75,198945.5,84924.25
2019-03-13,283010.25,200395.75,82614.5
2019-03-14,280954.25,203469.5,77484.75
2019-03-15,279230.75,198728.75,80502.0
2019-03-16,249437.75,156158.75,93279.0
2019-03-17,226846.5,142990.5,83856.0
2019-03-18,281618.0,196337.0,85281.0
2019-03-19,289498.0,199296.25,90201.75
2019-03-20,301441.25,196744.0,104697.25
2019-03-21,302338.25,192932.0,109406.25
2019-03-22,287482.0,187530.5,99951.5
2019-03-23,242888.5,149205.75,93682.75
2019-03-24,235840.0,132359.75,103480.25
2019-03-25,276282.75,189098.75,87184.0
2019-03-26,295067.75,195199.75,99868.0
2019-03-27,299082.5,193405.75,105676.75
2019-03-28,295767.0,188095.75,107671.25
2019-03-29,297429.0,181532.25,115896.75
2019-03-30,239773.25,146257.25,93516.0
2019-03-31,221531.75,126828.0,94703.75
2019-04-01,266275.25,180510.75,85764.5
2019-04-02,292104.75,186685.5,105419.25
2019-04-03,291681.5,190802.25,100879.25
2019-04-04,290196.0,196380.0,93816.0
2019-04-05,288413.5,189307.0,99106.5
2019-04-06,233848.25,150588.0,83260.25
2019-04-07,213334.25,134330.25,79004.0
2019-04-08,271809.75,184647.75,87162.0
2019-04-09,275273.0,192886.5,82386.5
2019-04-10,276978.5,194289.0,82689.5
2019-04-11,284103.0,188785.0,95318.0
2019-04-12,293190.5,186951.0,106239.5
2019-04-13,255075.75,155422.75,99653.0
2019-04-14,241149.75,141228.75,99921.0
2019-04-15,272588.5,184845.5,87743.0
2019-04-16,273483.5,188900.5,84583.0
2019-04-17,266699.25,186898.0,79801.25
2019-04-18,256787.0,178312.25,78474.75
2019-04-19,201676.25,128768.75,72907.5
2019-04-20,203410.0,127500.5,75909.5
2019-04-21,184958.25,109976.25,74982.0
2019-04-22,183237.0,117158.25,66078.75
2019-04-23,243818.75,168817.5,75001.25
2019-04-24,264453.25,175204.25,89249.0
2019-04-25,260538.0,173797.25,86740.75
2019-04-26,256623.0,175236.5,81386.5
2019-04-27,229828.25,139456.5,90371.75
2019-04-28,217279.25,127873.0,89406.25
2019-04-29,269103.0,175663.25,93439.75
2019-04-30,255250.25,178559.5,76690.75
2019-05-01,211750.5,128236.5,83514.0
2019-05-02,265838.25,170174.5,95663.75
2019-05-03,268942.75,177929.75,91013.0
2019-05-04,240628.75,148553.0,92075.75
2019-05-05,222517.0,134180.75,88336.25
2019-05-06,275784.75,182829.5,92955.25
2019-05-07,291763.0,184982.75,106780.25
2019-05-08,274869.25,188618.75,86250.5
2019-05-09,274308.25,185081.0,89227.25
2019-05-10,271109.0,179086.5,92022.5
2019-05-11,232634.75,146920.75,85714.0
2019-05-12,208473.75,131215.75,77258.0
2019-05-13,259969.0,180421.75,79547.25
2019-05-14,262198.25,183583.5,78614.75
2019-05-15,275595.25,184684.0,90911.25
2019-05-16,296814.75,181867.0,114947.75
2019-05-17,272620.75,176751.0,95869.75
2019-05-18,226127.25,141325.25,84802.0
2019-05-19,215491.5,125109.0,90382.5
2019-05-20,269450.25,179148.75,90301.5
2019-05-21,266650.0,189070.0,77580.0
2019-05-22,263640.0,181297.5,82342.5
2019-05-23,270400.25,178156.25,92244.0
2019-05-24,260924.0,175276.25,85647.75
2019-05-25,229005.5,138338.0,90667.5
2019-05-26,212377.75,124039.5,88338.25
2019-05-27,267163.5,172698.25,94465.25
2019-05-28,271424.5,179716.5,91708.0
2019-05-29,260898.0,175518.0,85380.0
2019-05-30,208919.5,129591.0,79328.5
2019-05-31,232032.0,145757.5,86274.5
2019-06-01,220448.25,131545.5,88902.75
2019-06-02,206127.75,121717.25,84410.5
2019-06-03,259815.5,174575.5,85240.0
2019-06-04,271589.25,181065.5,90523.75
2019-06-05,270402.75,181223.5,89179.25
2019-06-06,268761.5,178225.75,90535.75
2019-06-07,255730.5,171474.0,84256.5
2019-06-08,203512.0,132015.0,71497.0
2019-06-09,191478.5,111756.0,79722.5
2019-06-10,207424.25,117290.75,90133.5
2019-06-11,271680.0,164934.0,106746.0
2019-06-12,283253.25,170329.75,112923.5
2019-06-13,262173.25,172093.5,90079.75
2019-06-14,263137.5,171029.25,92108.25
2019-06-15,228329.25,137667.0,90662.25
2019-06-16,218190.5,122138.75,96051.75
2019-06-17,262468.25,167111.5,95356.75
2019-06-18,269130.25,175642.25,93488.0
2019-06-19,272893.5,172297.75,100595.75
2019-06-20,268470.5,129385.25,139085.25
2019-06-21,260049.5,146516.5,113533.0
2019-06-22,216361.5,134020.75,82340.75
2019-06-23,196699.75,124130.5,72569.25
2019-06-24,255814.75,178025.0,77789.75
2019-06-25,271169.5,185773.0,85396.5
2019-06-26,274462.0,189062.0,85400.0
2019-06-27,262321.0,192375.25,69945.75
2019-06-28,257297.0,180616.0,76681.0
2019-06-29,226950.5,144817.25,82133.25
2019-06-30,207746.75,129584.25,78162.5
2019-07-01,301491.75,185475.0,116016.75
2019-07-02,307641.0,186269.0,121372.0
2019-07-03,298088.0,184200.0,113888.0
2019-07-04,300552.5,180382.0,120170.5
2019-07-05,289565.75,177217.75,112348.0
2019-07-06,247757.5,141022.25,106735.25
2019-07-07,242828.25,126377.0,116451.25
2019-07-08,278424.5,173444.25,104980.25
2019-07-09,279537.75,175076.5,104461.25
2019-07-10,277424.75,175565.25,101859.5
2019-07-11,267261.25,175394.25,91867.0
2019-07-12,260582.75,175233.75,85349.0
2019-07-13,224884.75,136350.25,88534.5
2019-07-14,212418.5,119464.75,92953.75
2019-07-15,269087.25,170597.5,98489.75
2019-07-16,275855.0,175305.25,100549.75
2019-07-17,269024.0,177311.5,91712.5
2019-07-18,264817.0,177649.5,87167.5
2019-07-19,268287.0,175067.5,93219.5
2019-07-20,236541.25,142280.75,94260.5
2019-07-21,228920.0,127488.75,101431.25
2019-07-22,269335.5,178364.75,90970.75
2019-07-23,277181.5,186552.0,90629.5
2019-07-24,280464.25,190402.0,90062.25
2019-07-25,285462.5,188980.0,96482.5
2019-07-26,285633.25,185264.0,100369.25
2019-07-27,260412.25,146166.25,114246.0
2019-07-28,239348.0,128135.25,111212.75
2019-07-29,273515.75,169882.0,103633.75
2019-07-30,278472.25,178839.0,99633.25
2019-07-31,282083.0,177276.75,104806.25
2019-08-01,265832.5,169265.25,96567.25
2019-08-02,261941.5,165874.0,96067.5
2019-08-03,226914.75,132726.5,94188.25
2019-08-04,214036.25,119687.0,94349.25
2019-08-05,261815.5,163693.5,98122.0
2019-08-06,275391.0,170366.5,105024.5
2019-08-07,275360.5,170090.5,105270.0
2019-08-08,286013.25,162517.25,123496.0
2019-08-09,279189.25,161501.5,117687.75
2019-08-10,259189.75,131787.5,127402.25
2019-08-11,240789.75,118069.5,122720.25
2019-08-12,274430.75,157391.0,117039.75
2019-08-13,284533.75,158873.5,125660.25
2019-08-14,281387.25,158180.25,123207.0
2019-08-15,281135.0,158268.25,122866.75
2019-08-16,275992.5,149751.0,126241.5
2019-08-17,245407.75,121322.5,124085.25
2019-08-18,227239.0,112315.75,114923.25
2019-08-19,276628.75,158288.0,118340.75
2019-08-20,275639.25,160437.25,115202.0
2019-08-21,275323.25,157802.75,117520.5
2019-08-22,273270.5,159446.0,113824.5
2019-08-23,273649.75,154586.25,119063.5
2019-08-24,236863.25,123119.0,113744.25
2019-08-25,232491.75,112237.5,120254.25
2019-08-26,281252.5,164009.0,117243.5
2019-08-27,299917.75,172700.0,127217.75
2019-08-28,300486.0,176076.25,124409.75
2019-08-29,288531.0,173323.5,115207.5
2019-08-30,282694.5,169071.75,113622.75
2019-08-31,250416.5,133487.25,116929.25
2019-09-01,244477.75,119963.5,124514.25
2019-09-02,281123.75,166079.25,115044.5
2019-09-03,297704.25,170292.25,127412.0
2019-09-04,284582.0,170581.5,114000.5
2019-09-05,306454.75,170584.75,135870.0
2019-09-06,290114.25,167945.5,122168.75
2019-09-07,239532.5,131911.75,107620.75
2019-09-08,220797.0,122884.25,97912.75
2019-09-09,280257.5,170872.0,109385.5
2019-09-10,302997.0,174369.5,128627.5
2019-09-11,298325.75,174551.75,123774.0
2019-09-12,296496.75,173359.0,123137.75
2019-09-13,310357.25,170193.25,140164.0
2019-09-14,253475.0,133647.75,119827.25
2019-09-15,263622.25,120467.0,143155.25
2019-09-16,305199.25,167748.75,137450.5
2019-09-17,326867.75,175681.5,151186.25
2019-09-18,319112.0,172681.5,146430.5
2019-09-19,292059.75,169805.0,122254.75
2019-09-20,279810.75,167853.0,111957.75
2019-09-21,243582.5,132869.75,110712.75
2019-09-22,231119.5,120454.25,110665.25
2019-09-23,295903.5,174016.25,121887.25
2019-09-24,282800.5,180037.25,102763.25
2019-09-25,287449.5,181250.5,106199.0
2019-09-26,285092.25,181051.75,104040.5
2019-09-27,293363.25,177092.25,116271.0
2019-09-28,263712.75,142188.0,121524.75
2019-09-29,265231.25,125934.0,139297.25
2019-09-30,319784.75,176768.75,143016.0
2019-10-01,299710.25,181501.5,118208.75
2019-10-02,297298.75,179363.5,117935.25
2019-10-03,244504.5,134562.75,109941.75
2019-10-04,260296.25,152624.25,107672.0
2019-10-05,267438.75,139268.75,128170.0
2019-10-06,234422.25,132069.75,102352.5
2019-10-07,281466.5,178676.75,102789.75
2019-10-08,313996.25,185952.0,128044.25
2019-10-09,310383.5,191639.0,118744.5
2019-10-10,318972.25,188682.5,130289.75
2019-10-11,332376.75,183610.25,148766.5
2019-10-12,281639.25,145055.25,136584.0
2019-10-13,247325.0,126696.75,120628.25
2019-10-14,298934.75,175366.75,123568.0
2019-10-15,291554.0,183620.5,107933.5
2019-10-16,300599.5,184336.25,116263.25
2019-10-17,295442.0,184792.25,110649.75
2019-10-18,298420.5,182971.5,115449.0
2019-10-19,271849.25,147089.0,124760.25
2019-10-20,233056.75,126925.0,106131.75
2019-10-21,286643.75,179848.5,106795.25
2019-10-22,292649.75,185558.75,107091.0
2019-10-23,289472.0,183281.25,106190.75
2019-10-24,296084.75,181795.25,114289.5
2019-10-25,311494.5,179288.5,132206.0
2019-10-26,295590.0,142289.75,153300.25
2019-10-27,286878.25,134393.5,152484.75
2019-10-28,312525.5,182669.25,129856.25
2019-10-29,305512.75,189047.0,116465.75
2019-10-30,297302.75,188236.25,109066.5
2019-10-31,261500.0,180934.5,80565.5
2019-11-01,289927.5,136321.75,153605.75
2019-11-02,264387.75,135673.75,128714.0
2019-11-03,237017.0,128917.75,108099.25
2019-11-04,293516.25,181295.25,112221.0
2019-11-05,309672.5,186909.0,122763.5
2019-11-06,304322.75,189494.25,114828.5
2019-11-07,300945.75,191248.0,109697.75
2019-11-08,296916.25,191861.25,105055.0
2019-11-09,261454.0,156334.75,105119.25
2019-11-10,245257.25,142527.5,102729.75
2019-11-11,314092.75,197149.75,116943.0
2019-11-12,321109.75,201772.25,119337.5
2019-11-13,302675.25,201202.25,101473.0
2019-11-14,301833.0,200602.0,101231.0
2019-11-15,331113.0,198181.25,132931.75
2019-11-16,288877.25,161225.5,127651.75
2019-11-17,268496.75,148797.0,119699.75
2019-11-18,326940.25,197453.75,129486.5
2019-11-19,343545.25,205485.5,138059.75
2019-11-20,303421.5,205906.0,97515.5
2019-11-21,320357.75,201600.75,118757.0
2019-11-22,319942.5,198703.0,121239.5
2019-11-23,290800.0,161337.0,129463.0
2019-11-24,268507.5,146083.25,122424.25
2019-11-25,308672.25,196467.25,112205.0
2019-11-26,314167.0,200206.25,113960.75
2019-11-27,329739.0,201427.0,128312.0
2019-11-28,343552.25,199167.75,144384.5
2019-11-29,337921.0,197983.5,139937.5
2019-11-30,278231.75,161282.5,116949.25
2019-12-01,257456.0,150859.75,106596.25
2019-12-02,321025.5,201852.25,119173.25
2019-12-03,320663.0,206177.5,114485.5
2019-12-04,326584.25,208031.25,118553.0
2019-12-05,330249.5,209060.25,121189.25
2019-12-06,344014.0,203760.25,140253.75
2019-12-07,300360.5,162592.75,137767.75
2019-12-08,283234.0,147016.75,136217.25
2019-12-09,325231.0,196979.5,128251.5
2019-12-10,328401.75,204803.5,123598.25
2019-12-11,333602.0,209732.75,123869.25
2019-12-12,319832.75,204171.25,115661.5
2019-12-13,326136.75,197805.5,128331.25
2019-12-14,290561.25,159325.0,131236.25
2019-12-15,287472.75,143556.0,143916.75
2019-12-16,311893.25,184765.25,127128.0
2019-12-17,311539.75,188039.75,123500.0
2019-12-18,310142.25,183735.0,126407.25
2019-12-19,302574.75,178759.0,123815.75
2019-12-20,282681.0,167267.75,115413.25
2019-12-21,253235.75,142898.0,110337.75
2019-12-22,246403.5,132852.75,113550.75
2019-12-23,261893.75,144814.25,117079.5
2019-12-24,232061.75,132352.75,99709.0
2019-12-25,218050.5,122941.0,95109.5
2019-12-26,222394.5,125081.25,97313.25
2019-12-27,240500.75,139471.75,101029.0
2019-12-28,235327.5,134928.5,100399.0
2019-12-29,237519.5,131002.5,106517.0
2019-12-30,274336.25,145347.75,128988.5
2019-12-31,255553.5,140003.5,115550.0
2020-01-01,238271.25,128229.5,110041.75
2020-01-02,285845.5,157792.0,128053.5
2020-01-03,303698.25,160434.75,143263.5
2020-01-04,294391.0,145911.0,148480.0
2020-01-05,258431.5,135747.25,122684.25
2020-01-06,298127.75,141440.5,156687.25
2020-01-07,315437.25,190470.75,124966.5
2020-01-08,327942.0,199558.25,128383.75
2020-01-09,311744.5,193371.25,118373.25
2020-01-10,312926.25,192876.0,120050.25
2020-01-11,277566.0,159031.25,118534.75
2020-01-12,282218.5,150385.75,131832.75
2020-01-13,310572.25,198133.75,112438.5
2020-01-14,332149.5,204326.5,127823.0
2020-01-15,330853.5,200571.0,130282.5
2020-01-16,313091.0,196732.75,116358.25
2020-01-17,315611.75,197925.25,117686.5
2020-01-18,282674.75,162447.5,120227.25
2020-01-19,252416.25,151147.75,101268.5
2020-01-20,311743.5,202142.75,109600.75
2020-01-21,332316.75,209708.75,122608.0
2020-01-22,329420.75,212141.25,117279.5
2020-01-23,324280.25,210613.0,113667.25
2020-01-24,325788.75,202697.75,123091.0
2020-01-25,282341.5,166066.75,116274.75
2020-01-26,261016.25,151409.5,109606.75
2020-01-27,314876.75,200407.5,114469.25
2020-01-28,327233.0,207472.0,119761.0
2020-01-29,356087.5,209065.25,147022.25
2020-01-30,347851.25,201499.25,146352.0
2020-01-31,336062.75,195129.75,140933.0
2020-02-01,305731.25,156457.0,149274.25
2020-02-02,281329.5,143531.75,137797.75
2020-02-03,313736.25,195710.25,118026.0
2020-02-04,343424.75,204627.5,138797.25
2020-02-05,335248.0,203020.0,132228.0
2020-02-06,338488.25,201965.75,136522.5
2020-02-07,304609.25,197720.25,106889.0
2020-02-08,284651.25,162523.75,122127.5
2020-02-09,287118.25,146090.5,141027.75
2020-02-10,348268.5,191112.75,157155.75
2020-02-11,351503.0,204002.25,147500.75
2020-02-12,350355.75,206693.5,143662.25
2020-02-13,335840.5,203829.25,132011.25
2020-02-14,300085.5,196153.25,103932.25
2020-02-15,289652.0,158487.0,131165.0
2020-02-16,292403.75,141158.75,151245.0
2020-02-17,332606.25,194090.75,138515.5
2020-02-18,348973.75,200835.75,148138.0
2020-02-19,334379.75,202512.75,131867.0
2020-02-20,328593.25,195200.5,133392.75
2020-02-21,336752.0,190362.25,146389.75
2020-02-22,303235.25,153605.0,149630.25
2020-02-23,287913.25,138568.0,149345.25
2020-02-24,320808.0,181634.75,139173.25
2020-02-25,337082.75,190930.75,146152.0
2020-02-26,316134.0,196170.25,119963.75
2020-02-27,304386.5,201440.25,102946.25
2020-02-28,322233.0,193057.75,129175.25
2020-02-29,294703.25,156260.25,138443.0
2020-03-01,282436.0,139818.5,142617.5
2020-03-02,295425.0,191515.5,103909.5
2020-03-03,305333.0,197339.0,107994.0
2020-03-04,315931.0,198198.75,117732.25
2020-03-05,303008.75,199254.5,103754.25
2020-03-06,320739.0,195737.5,125001.5
2020-03-07,282919.25,159496.25,123423.0
2020-03-08,272558.75,142853.5,129705.25
2020-03-09,300079.25,191370.5,108708.75
2020-03-10,344892.75,204455.0,140437.75
2020-03-11,334250.25,194787.25,139463.0
2020-03-12,344236.25,192696.5,151539.75
2020-03-13,346636.5,186912.75,159723.75
2020-03-14,268630.0,151592.25,117037.75
2020-03-15,287430.75,134963.5,152467.25
2020-03-16,302094.0,178925.75,123168.25
2020-03-17,297752.0,183754.75,113997.25
2020-03-18,308820.5,180105.5,128715.0
2020-03-19,277545.0,172811.5,104733.5
2020-03-20,281490.75,167000.25,114490.5
2020-03-21,273259.25,146700.25,126559.0
2020-03-22,255354.25,132180.0,123174.25
2020-03-23,280433.75,171862.0,108571.75
2020-03-24,285456.0,175028.5,110427.5
2020-03-25,289411.0,174070.25,115340.75
2020-03-26,285752.0,172393.5,113358.5
2020-03-27,276103.25,163668.75,112434.5
2020-03-28,246424.25,133830.0,112594.25
2020-03-29,257045.75,127153.5,129892.25
2020-03-30,284802.75,164309.5,120493.25
2020-03-31,281356.25,169254.25,112102.0
2020-04-01,309269.25,166532.75,142736.5
2020-04-02,309426.0,164774.0,144652.0
2020-04-03,311567.5,160538.75,151028.75
2020-04-04,242153.75,131487.5,110666.25
2020-04-05,244574.5,120880.5,123694.0
2020-04-06,284967.25,153721.25,131246.0
2020-04-07,269830.5,156061.5,113769.0
2020-04-08,257364.75,152906.75,104458.0
2020-04-09,268675.0,146820.0,121855.0
2020-04-10,217364.0,115340.75,102023.25
2020-04-11,215931.75,117174.75,98757.0
2020-04-12,222431.25,105534.5,116896.75
2020-04-13,239595.0,109167.0,130428.0
2020-04-14,276247.5,147275.25,128972.25
2020-04-15,289060.0,153908.5,135151.5
2020-04-16,270663.0,151854.25,118808.75
2020-04-17,249612.5,147250.25,102362.25
2020-04-18,229970.25,123422.0,106548.25
2020-04-19,230873.5,113558.75,117314.75
2020-04-20,268562.75,155581.0,112981.75
2020-04-21,283622.25,162371.5,121250.75
2020-04-22,268680.25,162489.75,106190.5
2020-04-23,258033.0,157449.5,100583.5
2020-04-24,267145.0,152833.5,114311.5
2020-04-25,244445.75,124675.25,119770.5
2020-04-26,221358.75,115127.0,106231.75
2020-04-27,254471.0,154722.25,99748.75
2020-04-28,258379.5,162640.5,95739.0
2020-04-29,270847.0,160919.75,109927.25
2020-04-30,269138.5,160359.0,108779.5
2020-05-01,225539.25,120061.25,105478.0
2020-05-02,230955.75,125368.75,105587.0
2020-05-03,231413.5,118025.0,113388.5
2020-05-04,262349.25,161982.5,100366.75
2020-05-05,272780.75,169752.25,103028.5
2020-05-06,283097.0,167272.0,115825.0
2020-05-07,275291.0,162957.75,112333.25
2020-05-08,260476.0,157044.0,103432.0
2020-05-09,223849.75,129342.5,94507.25
2020-05-10,220825.0,116813.75,104011.25
2020-05-11,290184.25,167589.75,122594.5
2020-05-12,286902.0,167069.75,119832.25
2020-05-13,264636.75,168805.0,95831.75
2020-05-14,270670.0,166427.0,104243.0
2020-05-15,282262.75,159070.25,123192.5
2020-05-16,260747.75,130850.25,129897.5
2020-05-17,249565.5,114496.25,135069.25
2020-05-18,279577.25,153869.5,125707.75
2020-05-19,283202.0,158439.5,124762.5
2020-05-20,254418.5,155249.25,99169.25
2020-05-21,215731.75,117283.75,98448.0
2020-05-22,255086.0,129638.5,125447.5
2020-05-23,246150.5,126062.0,120088.5
2020-05-24,236889.0,114599.25,122289.75
2020-05-25,270862.5,156448.0,114414.5
2020-05-26,257529.0,162135.5,95393.5
2020-05-27,264797.0,162556.5,102240.5
2020-05-28,270298.25,157863.0,112435.25
2020-05-29,253535.75,150611.25,102924.5
2020-05-30,234010.0,122341.75,111668.25
2020-05-31,232411.75,105047.75,127364.0
2020-06-01,212568.75,106735.25,105833.5
2020-06-02,262838.25,155182.5,107655.75
2020-06-03,266458.0,164832.0,101626.0
2020-06-04,290444.5,164062.5,126382.0
2020-06-05,278468.5,160683.0,117785.5
2020-06-06,258969.75,129975.5,128994.25
2020-06-07,224239.25,116584.0,107655.25
2020-06-08,263166.0,153819.75,109346.25
2020-06-09,266542.0,162354.0,104188.0
2020-06-10,271403.5,159889.25,111514.25
2020-06-11,287661.5,119874.75,167786.75
2020-06-12,280382.5,130343.75,150038.75
2020-06-13,259849.5,119983.75,139865.75
2020-06-14,243846.0,116523.5,127322.5
2020-06-15,262176.75,161946.0,100230.75
2020-06-16,268803.25,169035.25,99768.0
2020-06-17,268022.0,171325.0,96697.0
